hhid,plotid,cropid,sa3q1,sa3q2,sa3q3,sa3q4,sa3q4b,sa3q5a,sa3q5b,sa3q6a,sa3q6b,sa3q7,sa3q8a,sa3q8b,sa3q9,sa3q10,sa3q11a,sa3q11b,sa3q12,sa3q13,sa3q14,sa3q15a,sa3q15b,sa3q15c,sect4q16a,sa3q16b,sa3q17,sa3q18,sa3q19a,sa3q19b,sa3q20a,sa3q20b,sa3q21a,sa3q21b,sa3q22a,sa3q22b,sa3q23a,sa3q23b
10063.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10063.0,1.0,2.0,MAIZE,1080.0,1.0,,,3000.0,3.0,4.0,21.0,2.0,,,2.0,,,,,,,,,,,,,7000.0,0.0,,1.0,21.0,0.0,,2.0,21.0,0.0,
10063.0,1.0,3.0,MELON,1090.0,1.0,,,,,10.0,21.0,2.0,,,1.0,N1,6.0,21.0,3000.0,1.0,2.0,,,,,,,5000.0,4.0,21.0,1.0,21.0,0.0,,1.0,21.0,0.0,
10063.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10063.0,2.0,2.0,MAIZE,1080.0,1.0,,,900.0,3.0,15.0,11.0,2.0,,,1.0,N1,5.0,11.0,1500.0,1.0,2.0,,,,,,,4500.0,3.0,11.0,4.0,11.0,0.0,,1.0,11.0,2.0,11.0
10063.0,2.0,3.0,PEPPER,2140.0,1.0,,,900.0,3.0,5.0,31.0,2.0,,,1.0,N1,2.0,31.0,600.0,1.0,2.0,,,,,,,1500.0,2.0,31.0,0.5,31.0,0.5,31.0,0.0,,,
10063.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10063.0,3.0,2.0,PUMKIN,2193.0,1.0,,,700.0,3.0,25.0,62.0,2.0,,,1.0,N1,10.0,52.0,3000.0,1.0,1.0,N2,,,5.0,62.0,2500.0,10000.0,7.0,62.0,0.0,,1.0,62.0,2.0,62.0,0.0,
10063.0,3.0,3.0,OIL PALM TREE,3180.0,1.0,,,,,90.0,42.0,2.0,,,2.0,,,,,,,,,,,,,30000.0,90.0,42.0,0.0,,0.0,,0.0,,0.0,
10063.0,4.0,1.0,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064.0,1.0,1.0,YAM,1121.0,1.0,,,300.0,1.0,6.0,11.0,2.0,,,2.0,,,,,,,,,,,,,12000.0,0.0,,3.0,11.0,0.0,,1.0,11.0,0.0,
10064.0,1.0,2.0,MAIZE,1080.0,1.0,,,900.0,3.0,7.0,21.0,2.0,,,2.0,,,,,,,,,,,,,3500.0,0.0,,1.0,21.0,0.0,,2.0,21.0,0.0,
10064.0,1.0,3.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064.0,2.0,1.0,MAIZE,1080.0,1.0,,,950.0,3.0,5.0,21.0,2.0,,,2.0,,,,,,,,,,,,,2500.0,0.0,,0.0,,0.0,,1.0,11.0,0.0,
10064.0,2.0,2.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064.0,3.0,2.0,GARDEN EGG,2080.0,1.0,,,1000.0,3.0,1.0,12.0,2.0,,,2.0,,,,,,,,,,,,,300.0,0.0,,0.0,,0.0,,0.0,,3.0,12.0
10064.0,3.0,3.0,PUMKIN,2193.0,1.0,,,640.0,3.0,7.0,61.0,2.0,,,2.0,,,,,,,,,,,,,1750.0,0.0,,0.0,,0.0,,0.0,,0.0,
10065.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065.0,1.0,2.0,MAIZE,1080.0,1.0,,,950.0,3.0,8.0,31.0,2.0,,,2.0,,,,,,,,,,,,,5000.0,0.0,,1.0,31.0,0.0,,1.0,31.0,0.0,
10065.0,1.0,3.0,YAM,1121.0,1.0,,,200.0,1.0,5.0,12.0,2.0,,,2.0,,,,,,,,,,,,,10000.0,0.0,,3.0,12.0,0.0,,0.0,,0.0,
10065.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065.0,2.0,2.0,GRADEN EGG,2080.0,1.0,,,900.0,3.0,1.0,11.0,2.0,,,2.0,,,,,,,,,,,,,300.0,0.0,,0.0,,0.0,,0.0,,4.0,11.0
10065.0,2.0,3.0,PUMKIN,2193.0,1.0,,,500.0,3.0,15.0,61.0,2.0,,,2.0,,,,,,,,,,,,,2250.0,0.0,,0.0,,0.0,,1.0,61.0,0.0,
10065.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065.0,3.0,2.0,OIL PALM TREE,3180.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10066.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10066.0,1.0,2.0,MAIZE,1080.0,1.0,,,70.0,3.0,5.0,21.0,2.0,,,1.0,N1,3.0,21.0,3000.0,1.0,2.0,,,,,,,5000.0,1.0,21.0,1.0,21.0,,,,,,
10066.0,1.0,3.0,MELON,1090.0,1.0,,,100.0,1.0,3.0,21.0,2.0,,,1.0,N2,1.0,31.0,2000.0,1.0,2.0,,,,,,,6000.0,1.0,31.0,1.0,31.0,0.0,,1.0,31.0,0.0,
10066.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10066.0,2.0,2.0,MAIZE,1080.0,1.0,,,100.0,3.0,7.0,21.0,2.0,,,1.0,N1,4.0,21.0,3500.0,1.0,2.0,,,,,,,7000.0,1.0,21.0,1.0,21.0,0.0,,1.0,21.0,0.0,
10066.0,2.0,3.0,MELON,1090.0,1.0,,,50.0,1.0,2.0,31.0,2.0,,,1.0,N2,1.0,31.0,2000.0,1.0,2.0,,,,,,,4000.0,1.0,31.0,0.0,,0.0,,0.0,,0.0,
10066.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10066.0,3.0,2.0,YAM,1120.0,1.0,,,50.0,1.0,3.0,31.0,2.0,,,2.0,,,,,,,,,,,,,3000.0,1.0,31.0,2.0,31.0,0.0,,0.0,,0.0,
10066.0,3.0,3.0,PUMKIN,2190.0,1.0,,,1.0,1.0,20.0,61.0,2.0,,,1.0,N2,15.0,61.0,7000.0,1.0,2.0,,,,,,,10000.0,4.0,61.0,0.0,,0.0,,1.0,61.0,0.0,
10066.0,4.0,1.0,FALLOW FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067.0,1.0,2.0,MAIZE,1080.0,1.0,,,80.0,3.0,6.0,21.0,2.0,,,1.0,N1,5.0,21.0,2000.0,1.0,2.0,,,,,,,3500.0,0.0,,1.0,21.0,0.0,,0.0,,0.0,
10067.0,1.0,3.0,OKRO,2120.0,1.0,,,30.0,3.0,3.0,21.0,2.0,,,1.0,N1,2.0,21.0,3000.0,1.0,2.0,,,,,,,4000.0,1.0,21.0,0.0,,0.0,,0.0,,0.0,
10067.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067.0,2.0,2.0,MAIZE,1080.0,1.0,,,120.0,3.0,6.0,21.0,2.0,,,1.0,N1,3.0,21.0,2000.0,1.0,2.0,,,,,,,3000.0,1.0,21.0,1.0,21.0,0.0,,1.0,21.0,0.0,
10067.0,2.0,3.0,PUMKIN,2190.0,1.0,,,80.0,1.0,20.0,61.0,2.0,,,1.0,N1,14.0,61.0,3000.0,1.0,2.0,,,,,,,3500.0,3.0,61.0,0.0,,0.0,,3.0,61.0,0.0,
10067.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067.0,3.0,2.0,MAIZE,1080.0,1.0,,,100.0,3.0,5.0,21.0,2.0,,,1.0,N1,4.0,21.0,2000.0,1.0,2.0,,,,,,,3000.0,1.0,21.0,0.0,,0.0,,0.0,,0.0,
10067.0,3.0,3.0,PUMKIN,2190.0,1.0,,,80.0,3.0,20.0,61.0,2.0,,,1.0,N1,10.0,61.0,8000.0,1.0,2.0,,,,,,,9000.0,4.0,61.0,0.0,,0.0,,6.0,61.0,0.0,
10067.0,4.0,1.0,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10068.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10068.0,1.0,2.0,MAIZE,1080.0,1.0,,,500.0,3.0,20.0,21.0,2.0,,,1.0,N1,15.0,21.0,5000.0,1.0,2.0,,,,,,,7000.0,1.0,21.0,1.0,21.0,0.0,,3.0,21.0,0.0,
10068.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10068.0,2.0,2.0,MAIZE,1080.0,1.0,,,400.0,3.0,15.0,21.0,2.0,,,1.0,N1,14.0,21.0,4000.0,1.0,2.0,,,,,,,6000.0,0.0,,0.0,,0.0,,,,0.0,
10068.0,2.0,3.0,PUMKIN,2193.0,1.0,,,30.0,3.0,25.0,61.0,2.0,,,1.0,N1,20.0,61.0,6000.0,1.0,2.0,,,,,,,8000.0,3.0,61.0,0.0,,0.0,,2.0,61.0,0.0,
10068.0,2.0,4.0,OKRO,2120.0,1.0,,,50.0,3.0,3.0,21.0,2.0,,,1.0,N1,2.0,21.0,1500.0,1.0,2.0,,,,,,,3000.0,1.0,21.0,0.0,,0.0,,0.0,,0.0,
10068.0,3.0,1.0,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069.0,1.0,2.0,MAIZE,1080.0,1.0,,,1000.0,3.0,90.0,1.0,2.0,,,1.0,N1,30.0,1.0,3000.0,1.0,2.0,,,,,,,3000.0,0.0,,0.0,,0.0,,0.0,,0.0,
10069.0,1.0,3.0,MELON,1090.0,1.0,,,1000.0,1.0,10.0,31.0,2.0,,,2.0,,,,,,,,,,,,,5000.0,5.0,31.0,2.0,31.0,1.0,31.0,1.0,31.0,1.0,31.0
10069.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069.0,2.0,2.0,MELON,1090.0,1.0,,,800.0,1.0,10.0,31.0,2.0,,,1.0,N1,10.0,31.0,5000.0,2.0,2.0,,,,,,,5000.0,0.0,,0.0,,0.0,,0.0,,0.0,
10069.0,2.0,3.0,MAIZE,1080.0,1.0,,,800.0,3.0,90.0,1.0,2.0,,,1.0,N1,30.0,1.0,3000.0,1.0,2.0,,,,,,,3000.0,0.0,,0.0,,0.0,,0.0,,0.0,
10069.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069.0,3.0,2.0,MAIZE,1080.0,1.0,,,200.0,3.0,90.0,1.0,2.0,,,1.0,N1,30.0,1.0,3000.0,1.0,2.0,,,,,,,3000.0,0.0,,0.0,,0.0,,0.0,,0.0,
10070.0,1.0,1.0,CASSAVA,1020.0,1.0,,,700.0,3.0,150.0,1.0,2.0,,,1.0,N1,60.0,1.0,1000.0,1.0,2.0,,,,,,,2500.0,90.0,1.0,0.0,,0.0,,0.0,,0.0,
10070.0,1.0,2.0,MAIZE,1080.0,1.0,,,700.0,3.0,260.0,1.0,2.0,,,1.0,N1,200.0,1.0,1300.0,1.0,2.0,,,,,,,16300.0,20.0,1.0,0.0,,0.0,,20.0,1.0,20.0,1.0
10070.0,2.0,1.0,YAM,1120.0,1.0,,,50.0,1.0,5.0,1.0,2.0,,,2.0,,,,,,,,,,,,,3000.0,0.0,,5.0,1.0,0.0,,0.0,,0.0,
10070.0,2.0,2.0,CASSAVA,1020.0,1.0,,,1000.0,3.0,150.0,1.0,2.0,,,1.0,N1,60.0,1.0,1000.0,1.0,2.0,,,,,,,2500.0,90.0,1.0,0.0,,0.0,,0.0,,0.0,
10070.0,2.0,3.0,PLANTAIN,2170.0,1.0,,,50.0,3.0,144.0,1.0,2.0,,,1.0,N1,112.0,1.0,14000.0,1.0,2.0,,,,,,,18000.0,0.0,,0.0,,0.0,,16.0,21.0,0.0,
10070.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071.0,1.0,2.0,MAIZE,1080.0,1.0,,,200.0,3.0,1.0,21.0,2.0,,,2.0,,,,,,,,,,,,,1500.0,1.0,21.0,0.0,,0.0,,0.0,,0.0,
10071.0,1.0,3.0,YAM.,1120.0,1.0,,,100.0,1.0,30.0,51.0,2.0,,,2.0,,,,,,,,,,,,,3000.0,10.0,51.0,15.0,51.0,0.0,,15.0,51.0,0.0,
10071.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071.0,2.0,2.0,MAIZE,1080.0,1.0,,,200.0,1.0,1.0,21.0,2.0,,,2.0,,,,,,,,,,,,,1200.0,0.0,,1.0,21.0,0.0,,0.0,,0.0,
10071.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071.0,3.0,2.0,PEPPER,2140.0,1.0,,,100.0,3.0,0.0,,2.0,,,2.0,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
10071.0,3.0,3.0,OIL PALM TREE,3180.0,1.0,,,40.0,3.0,2.0,92.0,2.0,,,2.0,,,,,,,,,,,,,6000.0,1.0,92.0,0.0,,0.0,,1.0,92.0,0.0,
10071.0,4.0,1.0,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072.0,1.0,2.0,MAIZE,1080.0,1.0,,,300.0,3.0,1.0,21.0,2.0,,,2.0,,,,,,,,,,,,,2000.0,1.0,21.0,0.0,,0.0,,0.0,,0.0,
10072.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072.0,2.0,2.0,YAM,1120.0,1.0,,,100.0,1.0,20.0,51.0,2.0,,,2.0,,,,,,,,,,,,,2000.0,0.0,,20.0,51.0,0.0,,0.0,,0.0,
10073.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073.0,1.0,2.0,MAIZE,1080.0,1.0,,,40.0,3.0,1.0,11.0,2.0,,,2.0,,,,,,,,,,,,,1500.0,0.0,,0.0,,0.0,,0.0,,0.0,
10073.0,1.0,3.0,OIL PALM TREE,3180.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073.0,2.0,2.0,MAIZE,1080.0,1.0,,,100.0,3.0,3.0,11.0,2.0,,,1.0,N1,2.0,11.0,800.0,1.0,2.0,,,,,,,1600.0,0.0,,1.0,11.0,0.0,,0.0,,0.0,
10073.0,2.0,3.0,PUMKIN,2193.0,1.0,,,40.0,3.0,4.0,61.0,2.0,,,1.0,N1,4.0,61.0,1650.0,1.0,2.0,,,,,,,2300.0,0.0,,0.0,,0.0,,0.0,,0.0,
10074.0,1.0,1.0,YAM,1120.0,1.0,,,100.0,1.0,5.0,12.0,2.0,,,2.0,,,,,,,,,,,,,12000.0,0.0,,3.0,12.0,0.0,,0.0,,0.0,
10074.0,1.0,2.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074.0,1.0,3.0,OIL PALM TREE,3180.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074.0,1.0,4.0,PEAR,3220.0,1.0,,,40.0,3.0,4.0,21.0,2.0,,,1.0,N1,3.0,21.0,3500.0,1.0,2.0,,,,,,,4000.0,0.0,,0.0,,0.0,,0.0,,0.0,
10074.0,2.0,1.0,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074.0,3.0,2.0,MAIZE,1080.0,1.0,,,300.0,3.0,8.0,31.0,2.0,,,2.0,,,,,,,,,,,,,3800.0,0.0,,3.0,31.0,0.0,,0.0,,0.0,
10074.0,3.0,3.0,OIL PALM TREE,3180.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074.0,3.0,4.0,PLAANTAIN,2170.0,1.0,,,200.0,3.0,2.0,41.0,2.0,,,2.0,,,,,,,,,,,,,2000.0,0.0,,0.0,,0.0,,0.0,,0.0,
10075.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10075.0,1.0,2.0,MAIZE,1080.0,1.0,,,50.0,3.0,11.0,1.0,2.0,,,1.0,N1,11.0,1.0,400.0,1.0,2.0,,,,,,,700.0,0.0,,11.0,1.0,0.0,,11.0,1.0,0.0,
10075.0,1.0,3.0,YAM,1120.0,1.0,,,47.0,1.0,11.0,1.0,2.0,,,1.0,N2,11.0,1.0,2800.0,1.0,2.0,,,,,,,9400.0,0.0,,11.0,1.0,0.0,,11.0,1.0,0.0,
10075.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10075.0,3.0,1.0,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076.0,1.0,2.0,MAIZE,1080.0,1.0,,,51.0,3.0,11.0,1.0,2.0,,,1.0,N1,,,700.0,1.0,2.0,,,,,,,700.0,0.0,,0.0,,0.0,,0.0,,0.0,
10076.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076.0,3.0,2.0,MAIZE,1080.0,1.0,,,42.0,3.0,11.0,1.0,2.0,,,1.0,N1,,,600.0,1.0,2.0,,,,,,,600.0,0.0,,0.0,,0.0,,0.0,,0.0,
10076.0,4.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076.0,4.0,2.0,MAIZE,1080.0,1.0,,,41.0,3.0,11.0,1.0,2.0,,,2.0,,,,,,,,,,,,,500.0,0.0,,11.0,1.0,0.0,,11.0,1.0,0.0,
10076.0,5.0,1.0,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077.0,1.0,1.0,YAM,1120.0,1.0,,,55.0,3.0,4.0,21.0,2.0,,,2.0,,,,,,,,,,,,,6500.0,0.0,,3.0,21.0,0.0,,0.0,,0.0,
10077.0,1.0,2.0,MAIZE,1080.0,1.0,,,90.0,3.0,5.0,11.0,2.0,,,1.0,N1,5.0,11.0,1250.0,1.0,2.0,,,,,,,1250.0,0.0,,0.0,,0.0,,0.0,,0.0,
10077.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077.0,2.0,2.0,YAM,1120.0,1.0,,,15.0,3.0,2.0,21.0,2.0,,,2.0,,,,,,,,,,,,,3000.0,0.0,,2.0,21.0,0.0,,0.0,,0.0,
10077.0,2.0,3.0,MAIZE,1080.0,1.0,,,30.0,3.0,1.0,11.0,2.0,,,2.0,,,,,,,,,,,,,1200.0,0.0,,0.0,,0.0,,0.0,,0.0,
10078.0,1.0,1.0,YAM,1120.0,1.0,,,2000.0,1.0,20.0,11.0,2.0,,,1.0,N1,5.0,11.0,30000.0,1.0,2.0,,,,,,,120000.0,0.0,,14.0,11.0,0.0,,1.0,11.0,0.0,
10078.0,1.0,2.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078.0,1.0,3.0,MAIZE,1080.0,1.0,,,,,20.0,31.0,2.0,,,1.0,N1,10.0,31.0,12000.0,1.0,2.0,,,,,,,24000.0,3.0,31.0,8.0,31.0,0.0,,1.0,31.0,1.0,31.0
10078.0,1.0,4.0,COCOYAM.,1040.0,1.0,,,,,5.0,21.0,2.0,,,2.0,,,,,,,,,,,,,5000.0,0.0,,5.0,21.0,0.0,,0.0,,0.0,
10078.0,1.0,5.0,PUMKIN,2190.0,1.0,,,,,2.0,61.0,2.0,,,1.0,N1,2.0,61.0,3000.0,1.0,2.0,,,,,,,3000.0,0.0,,0.0,,0.0,,0.0,,0.0,
10078.0,2.0,1.0,YAM,1120.0,1.0,,,2000.0,1.0,20.0,11.0,2.0,,,1.0,N1,6.0,11.0,42000.0,1.0,2.0,,,,,,,140000.0,0.0,,0.0,,0.0,,0.0,,0.0,
10078.0,2.0,2.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079.0,1.0,1.0,YAM,1120.0,1.0,,,800.0,1.0,3.0,11.0,2.0,,,2.0,,,,,,,,,,,,,18000.0,0.0,,0.0,,0.0,,0.0,,0.0,
10079.0,1.0,2.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079.0,1.0,3.0,MELON,1090.0,1.0,,,,,2.0,31.0,2.0,,,1.0,N1,2.0,31.0,4000.0,1.0,2.0,,,,,,,4000.0,0.0,,0.0,,0.0,,0.0,,0.0,
10079.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079.0,2.0,2.0,OKRO,2120.0,1.0,,,1500.0,3.0,3.0,21.0,2.0,,,1.0,N1,3.0,21.0,4500.0,1.0,2.0,,,,,,,4500.0,0.0,,0.0,,0.0,,0.0,,0.0,
10079.0,2.0,3.0,MAIZE,1080.0,1.0,,,,,4.0,32.0,2.0,,,1.0,N1,4.0,32.0,4800.0,1.0,2.0,,,,,,,4800.0,0.0,,0.0,,0.0,,0.0,,0.0,
10079.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079.0,4.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080.0,1.0,1.0,YAM,1120.0,1.0,,,800.0,1.0,20.0,11.0,2.0,,,1.0,N1,5.0,11.0,32700.0,1.0,2.0,,,,,,,130800.0,0.0,,15.0,11.0,0.0,,0.0,,0.0,
10080.0,1.0,2.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080.0,1.0,3.0,MAIZE,1080.0,1.0,,,,,10.0,32.0,2.0,,,1.0,N1,4.0,32.0,4800.0,1.0,2.0,,,,,,,12000.0,2.0,32.0,6.0,32.0,0.0,,1.0,32.0,1.0,32.0
10080.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080.0,2.0,2.0,PUMKIN,2191.0,1.0,,,,,10.0,61.0,2.0,,,1.0,N1,10.0,61.0,15000.0,1.0,2.0,,,,,,,15000.0,0.0,,0.0,,0.0,,0.0,,0.0,
10080.0,2.0,3.0,OKRO,2120.0,1.0,,,800.0,3.0,5.0,21.0,2.0,,,1.0,N1,5.0,21.0,7500.0,1.0,2.0,,,,,,,7500.0,0.0,,0.0,,0.0,,0.0,,0.0,
10080.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080.0,4.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081.0,2.0,2.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081.0,3.0,,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082.0,1.0,2.0,MAIZE,1080.0,1.0,,,60.0,3.0,6.0,11.0,2.0,,,1.0,N1,11.0,1.0,300.0,1.0,2.0,,,,,,,600.0,0.0,,1.0,1.0,1.0,11.0,1.0,11.0,1.0,11.0
10082.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082.0,2.0,2.0,MAIZE,1080.0,1.0,,,540.0,3.0,540.0,11.0,2.0,,,1.0,N1,11.0,1.0,5400.0,1.0,2.0,,,,,,,5400.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
10082.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082.0,3.0,2.0,PUMKIN SEED,2193.0,1.0,,,10.0,1.0,15.0,21.0,2.0,,,1.0,N1,11.0,1.0,2250.0,1.0,2.0,,,,,,,3150.0,0.0,,0.0,,0.0,,2.0,21.0,1.0,21.0
10084.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084.0,1.0,2.0,MAIZE,1080.0,1.0,,,1000.0,3.0,5.0,31.0,2.0,,,1.0,N1,3.0,31.0,900.0,1.0,2.0,,,,,,,1500.0,0.0,,2.0,31.0,0.0,,0.0,,0.0,
10084.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084.0,2.0,2.0,MAIZE,1080.0,1.0,,,450.0,3.0,3.0,31.0,2.0,,,1.0,N1,2.0,31.0,600.0,1.0,2.0,,,,,,,900.0,0.0,,1.0,31.0,0.0,,0.0,,0.0,
10084.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084.0,3.0,2.0,MAIZE,1080.0,1.0,,,340.0,3.0,3.0,31.0,2.0,,,1.0,N1,2.0,31.0,600.0,1.0,2.0,,,,,,,900.0,0.0,,1.0,31.0,0.0,,0.0,,0.0,
10085.0,1.0,1.0,YAM,1120.0,1.0,,,100.0,1.0,10.0,12.0,2.0,,,2.0,,,,,,,,,,,,,12000.0,0.0,,5.0,12.0,2.0,12.0,0.0,,0.0,
