hhid,plotid,cropid,sa3q1,sa3q2,sa3q3,sa3q4,sa3q4b,sa3q5a,sa3q5b,sa3q6a,sa3q6b,sa3q7,sa3q8a,sa3q8b,sa3q9,sa3q10,sa3q11a,sa3q11b,sa3q12,sa3q13,sa3q14,sa3q15a,sa3q15b,sa3q15c,sect4q16a,sa3q16b,sa3q17,sa3q18,sa3q19a,sa3q19b,sa3q20a,sa3q20b,sa3q21a,sa3q21b,sa3q22a,sa3q22b,sa3q23a,sa3q23b
100008.0,1.0,7.0,PUMPKIN,2190.0,1.0,,,30.0,3.0,56.0,1.0,2.0,,,2.0,,,,,,,,,,,,,1000.0,0.0,,4.0,1.0,0.0,,0.0,,0.0,
100008.0,1.0,8.0,MAIZE,1080.0,1.0,,,200.0,3.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,2000.0,0.0,,10.0,1.0,0.0,,0.0,,0.0,
100008.0,2.0,1.0,YAM WATER,1123.0,1.0,,,100.0,1.0,3000.0,1.0,2.0,,,2.0,,,,,,,,,,,,,30000.0,0.0,,300.0,1.0,0.0,,0.0,,0.0,
100008.0,2.0,2.0,MAIZE,1080.0,1.0,,,150.0,3.0,40.0,1.0,2.0,,,2.0,,,,,,,,,,,,,800.0,0.0,,6.0,1.0,0.0,,0.0,,0.0,
100008.0,2.0,3.0,PLANTAIN,2170.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100008.0,2.0,4.0,YAM WHITE,1121.0,1.0,,,200.0,1.0,3000.0,1.0,2.0,,,2.0,,,,,,,,,,,,,64000.0,0.0,,300.0,1.0,0.0,,0.0,,0.0,
100009.0,1.0,1.0,YAM WATER,1123.0,1.0,,,100.0,3.0,3200.0,1.0,2.0,,,1.0,N1,1600.0,1.0,72000.0,1.0,2.0,,,,,,,160000.0,0.0,,3778.0,,0.0,,250.0,1.0,0.0,
100009.0,1.0,2.0,CASSAVA,1020.0,1.0,,,250.0,3.0,1600.0,1.0,2.0,,,2.0,,,,,,,,,,,,,25000.0,1600.0,1.0,0.0,,0.0,,0.0,,0.0,
100010.0,1.0,1.0,YAM,1120.0,1.0,,,5.0,4.0,1288.0,1.0,2.0,,,1.0,N1,4600.0,1.0,140000.0,1.0,2.0,,,,,,,392000.0,0.0,,920.0,1.0,0.0,,0.0,,0.0,
100010.0,1.0,2.0,CASSAVA,1020.0,1.0,,,5.0,4.0,1500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,85000.0,1500.0,1.0,0.0,,0.0,,0.0,,0.0,
100013.0,1.0,1.0,CASSAVA,1020.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100014.0,1.0,1.0,CASSAVA,1020.0,1.0,,,2.0,4.0,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,15000.0,500.0,1.0,0.0,,0.0,,0.0,,,
100015.0,1.0,1.0,WHITE YAM,1121.0,1.0,,,1.0,4.0,5000.0,1.0,2.0,,,2.0,,,,,,,,,,,,,60000.0,0.0,,1500.0,1.0,0.0,,0.0,,0.0,
100015.0,1.0,2.0,OKRO,2120.0,1.0,,,2.0,4.0,60.0,1.0,2.0,,,1.0,N1,50.0,1.0,4000.0,1.0,2.0,,,,,,,5000.0,0.0,,0.5,1.0,0.0,,0.0,,0.0,
100015.0,1.0,3.0,PUMPKIN,2190.0,1.0,,,2.0,4.0,50.0,1.0,2.0,,,2.0,,,,,,,,,,,,,2000.0,0.0,,0.1,1.0,0.0,,0.0,,0.0,
100015.0,2.0,1.0,CASSAVA,1020.0,1.0,,,2.0,4.0,250.0,1.0,2.0,,,2.0,,,,,,,,,,,,,30000.0,0.0,,100.0,1.0,0.0,,0.0,,0.0,
100015.0,2.0,2.0,MAIZE,1080.0,1.0,,,4.0,4.0,750.0,1.0,2.0,,,2.0,,,,,,,,,,,,,3000.0,0.0,,50.0,1.0,0.0,,0.0,,0.0,
100015.0,2.0,3.0,TOMATO,2260.0,1.0,,,4.0,4.0,15.0,1.0,2.0,,,1.0,N1,10.0,1.0,2500.0,1.0,2.0,,,,,,,6000.0,0.0,,0.75,1.0,0.0,,0.0,,0.0,
100017.0,1.0,1.0,CASSAVA,1020.0,1.0,,,60.0,3.0,120.0,1.0,2.0,,,2.0,,,,,,,,,,,,,9000.0,120.0,1.0,0.0,,0.0,,0.0,,0.0,
100017.0,1.0,2.0,MAIZE,1080.0,1.0,,,20.0,3.0,20.0,1.0,2.0,,,2.0,,,,,,,,,,,,,1500.0,0.0,,5.0,1.0,0.0,,0.0,,0.0,
100020.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100020.0,1.0,2.0,WATER YAM,1123.0,1.0,,,210.0,3.0,6550.0,1.0,2.0,,,2.0,,,,,,,,,,,,,31500.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,
100020.0,1.0,3.0,MAIZE,1080.0,1.0,,,1.0,5.0,600.0,1.0,2.0,,,2.0,,,,,,,,,,,,,14400.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,
100021.0,1.0,1.0,YAM,1121.0,1.0,,,2.0,5.0,2240.0,1.0,2.0,,,1.0,N1,1280.0,1.0,100000.0,1.0,2.0,,,,,,,175000.0,0.0,,0.0,,0.0,,0.0,,0.0,
100021.0,1.0,2.0,CASSAVA,1020.0,1.0,,,2.0,5.0,2500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,150000.0,2500.0,1.0,0.0,,0.0,,0.0,,0.0,
100021.0,1.0,3.0,MAIZE,1080.0,1.0,,,2.0,5.0,2500.0,1.0,2.0,,,1.0,N1,,,40000.0,1.0,2.0,,,,,,,50000.0,0.0,,0.0,,0.0,,0.0,,0.0,
100023.0,1.0,1.0,CASSAVA,1020.0,1.0,,,2.0,4.0,150.0,1.0,2.0,,,2.0,,,,,,,,,,,,,4500.0,150.0,1.0,0.0,,0.0,,0.0,,0.0,
100023.0,1.0,2.0,MAIZE,1080.0,1.0,,,2.0,4.0,160.0,1.0,2.0,,,1.0,N1,120.0,1.0,1500.0,1.0,2.0,,,,,,,2000.0,,,25.0,1.0,0.0,,0.0,,0.0,
100023.0,2.0,1.0,CASSAVA,1020.0,1.0,,,1.0,4.0,250.0,1.0,2.0,,,2.0,,,,,,,,,,,,,7500.0,250.0,1.0,0.0,,0.0,,0.0,,0.0,
100023.0,2.0,2.0,MAIZE,1080.0,1.0,,,1.0,4.0,160.0,1.0,2.0,,,1.0,N1,160.0,1.0,2000.0,1.0,2.0,,,,,,,2000.0,,,0.0,,0.0,,0.0,,0.0,
100024.0,1.0,1.0,CASSAVA,1020.0,1.0,,,1.0,4.0,800.0,1.0,2.0,,,1.0,N1,680.0,1.0,51000.0,1.0,2.0,,,,,,,49000.0,200.0,1.0,0.0,,0.0,,0.0,,0.0,
100024.0,1.0,2.0,MAIZE,1080.0,1.0,,,2.0,4.0,1200.0,1.0,2.0,,,1.0,N1,1000.0,1.0,16800.0,1.0,2.0,,,,,,,20000.0,0.0,,10.0,1.0,0.0,,0.0,,0.0,
100025.0,1.0,1.0,CASSAVA,1020.0,1.0,,,1.0,5.0,400.0,1.0,2.0,,,1.0,N1,300.0,1.0,7800.0,1.0,2.0,,,,,,,9000.0,,,0.0,,0.0,,0.0,,0.0,
100025.0,1.0,2.0,MAIZE,1080.0,1.0,,,2.0,5.0,120.0,1.0,2.0,,,1.0,N2,80.0,1.0,4000.0,1.0,2.0,,,,,,,6000.0,,,40.0,1.0,0.0,,0.0,,0.0,
100025.0,1.0,3.0,PALM TREE,3180.0,1.0,,,2.0,5.0,50.0,3.0,2.0,,,2.0,,,,,,,,,,,,,,50.0,3.0,0.0,,0.0,,0.0,,0.0,
100026.0,1.0,1.0,YAM,1121.0,1.0,,,6.0,4.0,640.0,1.0,2.0,,,2.0,,,,,,,,,,,,,44000.0,0.0,,0.0,,0.0,,0.0,,0.0,
100026.0,1.0,2.0,CASSAVA,1020.0,1.0,,,6.0,4.0,750.0,1.0,2.0,,,1.0,N1,500.0,1.0,30000.0,1.0,2.0,,,,,,,45000.0,0.0,,0.0,,0.0,,0.0,,0.0,
100026.0,1.0,3.0,MAIZE,1080.0,1.0,,,6.0,4.0,1000.0,1.0,2.0,,,1.0,N1,750.0,1.0,15000.0,1.0,2.0,,,,,,,20000.0,0.0,,0.0,,0.0,,0.0,,0.0,
100029.0,1.0,1.0,CASSAVA,1020.0,1.0,,,1.0,4.0,960.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,160.0,1.0,0.0,,0.0,,0.0,,0.0,
100029.0,1.0,2.0,YAM,1120.0,1.0,,,4.0,1.0,8000.0,1.0,2.0,,,1.0,N1,6000.0,1.0,96000.0,1.0,2.0,,,,,,,128000.0,0.0,,2500.0,1.0,0.0,,0.0,,0.0,
100029.0,1.0,3.0,MAIZE,1080.0,1.0,,,1.0,4.0,200.0,1.0,2.0,,,1.0,N2,160.0,1.0,2800.0,1.0,2.0,,,,,,,3500.0,0.0,,4.0,1.0,0.0,,0.0,,0.0,
100030.0,1.0,1.0,CASSAVA,1020.0,1.0,,,2.0,4.0,1000.0,1.0,2.0,,,1.0,N1,500.0,1.0,10000.0,1.0,2.0,,,,,,,30000.0,0.0,,0.0,,0.0,,0.0,,0.0,
100031.0,1.0,1.0,YAM,1121.0,1.0,,,3.0,4.0,1920.0,1.0,2.0,,,2.0,,,,,,,,,,,,,108000.0,0.0,,0.0,,0.0,,0.0,,0.0,
100031.0,1.0,2.0,CASSAVA,1020.0,1.0,,,3.0,4.0,600.0,1.0,2.0,,,2.0,,,,,,,,,,,,,24000.0,0.0,,0.0,,0.0,,0.0,,0.0,
100031.0,1.0,3.0,MAIZE,1080.0,1.0,,,3.0,4.0,200.0,1.0,2.0,,,1.0,N1,100.0,1.0,2200.0,1.0,2.0,,,,,,,4400.0,0.0,,0.0,,0.0,,0.0,,0.0,
100031.0,1.0,4.0,MELON,1090.0,1.0,,,3.0,4.0,25.0,1.0,2.0,,,2.0,,,,,,,,,,,,,11500.0,0.0,,0.0,,0.0,,0.0,,0.0,
100032.0,1.0,1.0,YAM,1121.0,1.0,,,44.0,3.0,220.0,1.0,2.0,,,1.0,N1,110.0,1.0,500.0,1.0,2.0,,,,,,,1000.0,0.0,,60.0,1.0,0.0,,0.0,,0.0,
100032.0,1.0,2.0,CASSAVA,1020.0,1.0,,,20.0,3.0,40.0,1.0,2.0,,,2.0,,,,,,,,,,,,,1500.0,0.0,,0.0,,0.0,,0.0,,0.0,
100033.0,1.0,1.0,WHITE YAM,1121.0,1.0,,,1.0,5.0,700.0,1.0,2.0,,,2.0,,,,,,,,,,,,,4000.0,,,,,,,,,,
100033.0,1.0,2.0,CASSAVA,1020.0,1.0,,,2.0,5.0,1100.0,1.0,2.0,,,1.0,N1,500.0,1.0,20000.0,1.0,2.0,,,,,,,24000.0,,,,,,,,,,
100033.0,1.0,3.0,MAIZE,1080.0,1.0,,,2.0,5.0,480.0,1.0,2.0,,,1.0,N1,360.0,1.0,3600.0,1.0,2.0,,,,,,,4800.0,,,,,,,,,,
100034.0,1.0,1.0,CASSAVA,1020.0,1.0,,,3.0,4.0,400.0,1.0,2.0,,,2.0,,,,,,,,,,,,,16000.0,200.0,1.0,,,,,,,,
100034.0,1.0,2.0,MAIZE,1080.0,1.0,,,3.0,4.0,300.0,1.0,2.0,,,1.0,N1,200.0,1.0,4000.0,1.0,2.0,,,,,,,6000.0,,,1.0,1.0,,,,,,
100034.0,1.0,3.0,MELON,1090.0,1.0,,,3.0,4.0,25.0,1.0,2.0,,,2.0,,,,,,,,,,,,,12000.0,,,,,,,,,,
100034.0,2.0,1.0,CASSAVA,1020.0,1.0,,,4.0,4.0,400.0,1.0,2.0,,,2.0,,,,,,,,,,,,,16000.0,300.0,1.0,,,,,,,,
100034.0,2.0,2.0,MAIZE,1080.0,1.0,,,4.0,4.0,300.0,1.0,2.0,,,1.0,N1,200.0,1.0,4000.0,1.0,2.0,,,,,,,6000.0,,,1.0,1.0,,,,,,
100034.0,2.0,3.0,MELON,1090.0,1.0,,,4.0,4.0,25.0,1.0,2.0,,,2.0,,,,,,,,,,,,,12000.0,,,,,,,,,,
100035.0,1.0,1.0,YAM,1121.0,1.0,,,60.0,3.0,300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,4200.0,0.0,,0.0,,0.0,,0.0,,0.0,
100035.0,1.0,2.0,CASSAVA,1020.0,1.0,,,50.0,3.0,120.0,1.0,2.0,,,2.0,,,,,,,,,,,,,4500.0,120.0,1.0,0.0,,0.0,,0.0,,0.0,
100036.0,1.0,1.0,WHITE YAM,1121.0,1.0,,,2.0,4.0,264.0,1.0,2.0,,,2.0,,,,,,,,,,,,,10650.0,2.0,,200.0,1.0,0.0,,0.0,,,
100036.0,1.0,2.0,CASSAVA,1020.0,2.0,9.0,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
100036.0,1.0,3.0,MAIZE,1080.0,1.0,,,2.0,4.0,140.0,1.0,2.0,,,2.0,N1,500.0,1.0,30680.0,,,,,,,,,11000.0,0.0,,40.0,1.0,0.0,,0.0,,,
100036.0,2.0,1.0,WHITE YAM,1121.0,1.0,,,3.0,4.0,770.0,1.0,2.0,,,2.0,N1,500.0,1.0,30680.0,,,,,,,,,30680.0,2.0,,40.0,1.0,0.0,,0.0,,,
100036.0,2.0,2.0,YELLOW YAM,1122.0,1.0,,,1.0,4.0,198.0,1.0,2.0,,,2.0,,,,,,,,,,,,,15000.0,,,,,0.0,,0.0,,,
100036.0,2.0,3.0,CASSAVA,1020.0,2.0,9.0,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
100036.0,2.0,4.0,MAIZE,1080.0,1.0,,,4.0,4.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,5000.0,,,0.0,,,,,,,
100036.0,3.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100036.0,3.0,2.0,MAIZE,1080.0,1.0,,,4.0,4.0,350.0,1.0,2.0,,,1.0,N1,350.0,1.0,8100.0,,,,,,,,,8100.0,2.0,,40.0,1.0,0.0,,0.0,,,
100037.0,1.0,1.0,CASSAVA,1020.0,1.0,,,2.0,4.0,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,20000.0,250.0,1.0,0.0,,50.0,1.0,0.0,,0.0,
100038.0,1.0,1.0,CASSAVA,1020.0,1.0,,,40.0,3.0,80.0,1.0,2.0,,,1.0,N1,40.0,1.0,1600.0,1.0,2.0,,,,,,,3200.0,,,,,,,,,,
100038.0,1.0,2.0,YAM,1080.0,1.0,,,15.0,3.0,45.0,1.0,2.0,,,2.0,,,,,,,,,,,,,900.0,0.0,,,,,,,,,
100038.0,1.0,3.0,CASSAVA,1080.0,1.0,,,40.0,3.0,80.0,1.0,2.0,,,1.0,N1,40.0,1.0,1600.0,1.0,2.0,,,,,,,3200.0,0.0,,,,,,,,,
100039.0,1.0,1.0,CASSAVA,1020.0,1.0,,,1.0,4.0,400.0,1.0,2.0,,,1.0,N1,300.0,1.0,9000.0,1.0,2.0,,,,,,,12000.0,,,,,,,,,40.0,1.0
100039.0,1.0,2.0,MAIZE,1080.0,1.0,,,1.0,4.0,320.0,1.0,2.0,,,1.0,N2,320.0,1.0,8000.0,1.0,2.0,,,,,,,8000.0,,,,,,,,,21.0,
100039.0,2.0,1.0,CASSAVA,1020.0,1.0,,,1.0,4.0,400.0,1.0,2.0,,,1.0,N1,350.0,1.0,10500.0,1.0,2.0,,,,,,,12000.0,,,,,,,,,20.0,1.0
100039.0,2.0,2.0,MAIZE,1080.0,1.0,,,1.0,4.0,280.0,1.0,2.0,,,1.0,N2,280.0,1.0,7000.0,1.0,2.0,,,,,,,7000.0,,,,,,,,,12.0,1.0
100039.0,3.0,1.0,CASSAVA,1020.0,1.0,,,4.0,4.0,800.0,1.0,2.0,,,1.0,N1,700.0,1.0,21000.0,1.0,2.0,,,,,,,24000.0,,,,,,,,,14.0,1.0
100039.0,3.0,2.0,MAIZE,1080.0,1.0,,,4.0,4.0,1280.0,1.0,2.0,,,1.0,N2,800.0,1.0,16000.0,1.0,2.0,,,,,,,25600.0,,,40.0,1.0,,,,,20.0,1.0
100040.0,1.0,1.0,CASSAVA,1020.0,1.0,,,2.0,4.0,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,20000.0,300.0,1.0,0.0,,0.0,,0.0,,0.0,
100040.0,1.0,2.0,MAIZE,1080.0,1.0,,,2.0,4.0,100.0,1.0,2.0,,,1.0,N1,50.0,1.0,1000.0,1.0,2.0,,,,,,,2000.0,0.0,,2.0,1.0,0.0,,0.0,,0.0,
100040.0,1.0,3.0,MELON,1090.0,1.0,,,2.0,4.0,25.0,1.0,2.0,,,2.0,,,,,,,,,,,,,11500.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
100042.0,1.0,1.0,YAM,1121.0,1.0,,,4.0,4.0,80.0,1.0,2.0,,,1.0,N1,640.0,1.0,36000.0,1.0,2.0,,,,,,,72000.0,,,,,,,,,,
100042.0,1.0,2.0,CASSAVA,1020.0,1.0,,,4.0,4.0,250.0,1.0,2.0,,,2.0,,,,,,,,,,,,,12500.0,250.0,1.0,,,,,,,,
100042.0,1.0,3.0,MAIZE,1080.0,1.0,,,4.0,4.0,250.0,1.0,2.0,,,2.0,,,,,,,,,,,,,5000.0,,,,,,,,,,
100042.0,1.0,4.0,MELON,1090.0,1.0,,,4.0,4.0,25.0,1.0,2.0,,,2.0,,,,,,,,,,,,,12000.0,,,,,,,,,,
100042.0,2.0,1.0,YAM,1121.0,1.0,,,4.0,4.0,640.0,1.0,2.0,,,2.0,,,,,,,,,,,,,36000.0,,,,,,,,,,
100042.0,2.0,2.0,CASSAVA,1020.0,1.0,,,4.0,4.0,250.0,1.0,2.0,,,2.0,,,,,,,,,,,,,12500.0,250.0,1.0,,,,,,,,
100042.0,2.0,3.0,MAIZE,1080.0,1.0,,,4.0,4.0,250.0,1.0,2.0,,,2.0,,,,,,,,,,,,,5000.0,,,,,,,,,,
100042.0,2.0,4.0,MELON,1090.0,1.0,,,4.0,4.0,25.0,1.0,2.0,,,2.0,,,,,,,,,,,,,12000.0,,,,,,,,,,
100043.0,1.0,1.0,YAM,1121.0,1.0,,,1.0,5.0,2035.0,1.0,2.0,,,2.0,,,,,,,,,,,,,50000.0,,,,,,,,,,
100043.0,1.0,2.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100043.0,1.0,3.0,MAIZE,1080.0,1.0,,,1.0,5.0,250.0,1.0,2.0,,,2.0,,,,,,,,,,,,,10000.0,,,,,,,,,,
100043.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100043.0,2.0,2.0,MAIZE,1080.0,1.0,,,4.0,5.0,350.0,1.0,2.0,,,2.0,,,,,,,,,,,,,14000.0,,,,,,,,,,
100044.0,1.0,1.0,YAM,1120.0,1.0,,,1500.0,3.0,1000.0,1.0,2.0,,,1.0,N1,7600.0,1.0,21600.0,1.0,1.0,N1,,,7600.0,1.0,21600.0,28600.0,,,,,,,,,,
100044.0,1.0,2.0,CASSAVA,1020.0,1.0,,,2.0,4.0,400.0,1.0,2.0,,,1.0,N2,400.0,1.0,24000.0,1.0,2.0,,,,,,,,,,,,,,,,,
100044.0,1.0,3.0,MAIZE,1080.0,1.0,,,1200.0,3.0,160.0,1.0,2.0,,,1.0,N3,120.0,1.0,1800.0,1.0,1.0,N3,,,120.0,1.0,1800.0,2400.0,,,,,,,,,,
100044.0,1.0,4.0,PUMPKIN,2170.0,1.0,,,6.0,3.0,69.0,1.0,2.0,,,1.0,N3,67.5,1.0,900.0,1.0,1.0,N3,,,67.5,1.0,900.0,1200.0,,,,,,,,,,
100044.0,2.0,1.0,YAM,1120.0,1.0,,,1000.0,3.0,1800.0,1.0,2.0,,,1.0,N1,1200.0,1.0,8000.0,1.0,1.0,N1,,,1200.0,1.0,8000.0,10300.0,,,,,,,,,,
100044.0,2.0,2.0,CASSAVA,1020.0,1.0,,,1.0,4.0,300.0,1.0,2.0,,,1.0,N2,250.0,1.0,15000.0,1.0,2.0,,,,,,,18000.0,,,,,,,,,,
100044.0,2.0,3.0,OKRO,2120.0,1.0,,,600.0,3.0,15.0,1.0,2.0,,,1.0,N3,10.0,1.0,2500.0,1.0,1.0,N3,,,10.0,1.0,2500.0,2800.0,,,,,,,,,,
100045.0,1.0,1.0,YAM,1121.0,1.0,,,3.0,5.0,2680.0,1.0,2.0,,,1.0,N1,1280.0,1.0,80000.0,,,,,,,,,168000.0,,,,,,,,,,
100045.0,1.0,2.0,MAIZE,1080.0,1.0,,,2.0,5.0,250.0,1.0,2.0,,,1.0,N1,200.0,1.0,4000.0,1.0,2.0,,,,,,,10000.0,,,,,,,,,,
100045.0,2.0,1.0,CASSAVA,1020.0,1.0,,,3.0,5.0,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,15000.0,500.0,1.0,,,,,,,,
100045.0,2.0,2.0,MAIZE,1080.0,1.0,,,2.0,2.0,250.0,1.0,2.0,,,1.0,N1,200.0,1.0,4000.0,1.0,2.0,,,,,,,10000.0,,,,,,,,,,
100046.0,1.0,1.0,CASSAVA,1020.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100046.0,1.0,2.0,MAIZE,1080.0,1.0,,,200.0,1.0,2.0,1.0,2.0,,,1.0,N1,160.0,1.0,5000.0,1.0,2.0,,,,,,,6250.0,0.0,,40.0,1.0,0.0,,0.0,,0.0,
100046.0,2.0,1.0,WHITE YAM,1121.0,1.0,,,477.0,1.0,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,27000.0,0.0,,225.0,1.0,0.0,,0.0,,30.0,1.0
100046.0,2.0,2.0,CASSAVA,1020.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100046.0,2.0,3.0,MAIZE,1080.0,1.0,,,40.0,1.0,2.0,1.0,2.0,,,1.0,N1,40.0,1.0,1400.0,1.0,2.0,,,,,,,1400.0,0.0,,0.0,,,,,,120.0,1.0
100047.0,1.0,1.0,YAM,1120.0,1.0,,,150.0,3.0,750.0,1.0,2.0,,,2.0,,,,,,,,,,,,,22000.0,,,,,,,,,,
100047.0,1.0,2.0,CASSAVA,1020.0,1.0,,,1400.0,3.0,300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,30000.0,50.0,1.0,0.0,,,,,,,
100047.0,1.0,3.0,MAIZE,1080.0,1.0,,,140.0,3.0,80.0,1.0,2.0,,,2.0,,,,,,,,,,,,,1600.0,0.0,,2.0,,,,,,,
100048.0,1.0,1.0,YAM,1121.0,1.0,,,3.0,5.0,800.0,1.0,2.0,,,2.0,,,,,,,,,,,,,50000.0,,,,,,,,,,
100048.0,2.0,1.0,CASSAVA,1020.0,1.0,,,1.0,5.0,300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,15000.0,300.0,1.0,,,,,,,,
100048.0,3.0,1.0,OIL PALM,3180.0,1.0,,,4.0,4.0,120.0,3.0,2.0,,,2.0,,,,,,,,,,,,,24000.0,120.0,3.0,,,,,,,,
100049.0,1.0,1.0,YELLOW,1122.0,1.0,,,2.0,5.0,2187.5,1.0,2.0,,,2.0,,,,,,1.0,,N1,,,,,93750.0,,,,,,,,,,
100049.0,1.0,2.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100049.0,1.0,3.0,MAIZE,1080.0,1.0,,,1.0,5.0,300.0,1.0,2.0,,,1.0,N1,150.0,1.0,1500.0,1.0,2.0,,,,,,,3000.0,,,,,,,,,,
100050.0,1.0,1.0,CASSAVA,1020.0,1.0,,,1.0,4.0,200.0,1.0,2.0,,,1.0,N1,150.0,1.0,7500.0,1.0,2.0,,,,,,,20000.0,200.0,1.0,0.0,,0.0,,0.0,,0.0,
100050.0,1.0,2.0,MAIZE,1080.0,1.0,,,70.0,3.0,40.0,1.0,2.0,,,2.0,,,,,,,,,,,,,700.0,0.0,,2.0,1.0,0.0,,0.0,,0.0,
100055.0,1.0,1.0,CASSAVA,1020.0,1.0,,,1.0,4.0,100.0,1.0,2.0,,,1.0,N1,100.0,1.0,1500.0,1.0,2.0,,,,,,,1500.0,,,,,,,,,,
100055.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100056.0,1.0,1.0,YAM,1121.0,1.0,,,400.0,3.0,2000.0,1.0,2.0,,,2.0,,,,,,,,,,,,,32000.0,0.0,,0.0,,0.0,,0.0,,,
100056.0,1.0,2.0,CASSAVA,1020.0,1.0,,,1.0,4.0,800.0,1.0,2.0,,,2.0,,,,,,,,,,,,,30000.0,0.0,,0.0,,0.0,,0.0,,,
100056.0,2.0,1.0,CASSAVA,1020.0,1.0,,,1.0,4.0,800.0,1.0,2.0,,,2.0,,,,,,,,,,,,,30000.0,0.0,,,,,,,,,
100056.0,2.0,2.0,MAIZE,1080.0,1.0,,,1.0,4.0,240.0,1.0,2.0,,,2.0,,,,,,,,,,,,,240.0,0.0,,0.0,,0.0,,0.0,,,
100056.0,2.0,3.0,MAIZE,1060.0,1.0,,,1.0,4.0,240.0,1.0,2.0,,,2.0,,,,,,,,,,,,,4000.0,0.0,,0.0,,,,0.0,,,
100075.0,1.0,1.0,CASSAVA,1020.0,1.0,,,8.0,4.0,3500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,140000.0,3500.0,1.0,875.0,1.0,0.0,,1000.0,1.0,0.0,
100082.0,1.0,1.0,CASSAVA,1020.0,1.0,,,0.0,,0.0,,2.0,,,2.0,,,,,,,,,,,,,120000.0,0.0,,0.0,,0.0,,0.0,,0.0,
100093.0,1.0,1.0,CASSAVA,1020.0,1.0,,,600.0,3.0,150.0,1.0,2.0,,,2.0,,,,,,,,,,,,,60000.0,50.0,1.0,10.0,1.0,,,,,,
100093.0,2.0,1.0,CASSAVA,1020.0,2.0,,,600.0,3.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,20000.0,30.0,1.0,10.0,1.0,,,,,,
100094.0,1.0,1.0,CASSAVA,1020.0,1.0,,,5.0,5.0,1100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,66000.0,1100.0,1.0,0.0,,0.0,,0.0,,0.0,
100094.0,2.0,1.0,CASSAVA,1020.0,1.0,,,11.0,5.0,2600.0,1.0,2.0,,,2.0,,,,,,,,,,,,,156000.0,2600.0,1.0,0.0,,0.0,,0.0,,0.0,
100101.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100102.0,1.0,1.0,CASSAVA,2010.0,1.0,,,1600.0,3.0,135.0,1.0,2.0,,,2.0,,,,,,,,,,,,,85000.0,133.0,1.0,0.0,,0.0,,,,,
100104.0,1.0,1.0,CASSAVA,1020.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100105.0,1.0,1.0,CASSAVA,1020.0,1.0,,,1.0,4.0,600.0,1.0,2.0,,,2.0,,,,,,,,,,,,,36000.0,600.0,1.0,0.0,,0.0,,16.0,1.0,0.0,
100105.0,2.0,1.0,CASSAVA,1020.0,1.0,,,0.0,,,,2.0,,,2.0,,,,,,,,,,,,,40000.0,,,0.0,,,,,,,
100108.0,1.0,1.0,CASSAVA,1020.0,1.0,,,1000.0,3.0,120.7,1.0,2.0,,,2.0,,,,,,,,,,,,,60000.0,120.7,1.0,0.0,,,,,,,
